MissionID,MissionName,Agency,LaunchSite,LaunchDate,PayloadMassKG,OrbitType,MissionSuccess
MSN00300,Soyuz,ESA,Vandenberg,2015-06-27,6736.36,ISS,Success
MSN00301,Gemini,NASA,Jiuquan,2016-07-11,3415.26,Mars Transfer Orbit,Success
MSN00302,Soyuz,Blue Origin,Satish Dhawan,2010-06-09,-1041.15,ISS,Success
MSN00303,ISS Resupply,Blue Origin,Baikonur,2008-10-19,6359.17,MEO,Failure
MSN00304,Soyuz,Blue Origin,Cape Canaveral,2023-07-23,6855.43,LEO,Success
MSN00305,Shenzhou,Roscosmos,Cape Canaveral,2008-08-28,5400.07,LEO,Success
MSN00306,ISS Resupply,CNSA,Vandenberg,2013-04-25,5536.59,GTO,Success
MSN00307,Shenzhou,ISRO,Guiana Space Centre,2012-07-28,3871.38,LEO,Partial
MSN00308,Apollo,Roscosmos,Vandenberg,2010-08-10,6000.37,HEO,Success
MSN00309,Apollo,CNSA,Baikonur,2011-07-01,6706.33,Mars Transfer Orbit,Success
MSN00310,ISS Resupply,ISRO,Baikonur,2021-09-16,5112.99,ISS,Failure
MSN00311,Gemini,ISRO,Jiuquan,2002-02-09,9982.5,MEO,Partial
MSN00312,Apollo,NASA,Cape Canaveral,2000-11-25,1872.52,ISS,Success
MSN00313,Soyuz,Roscosmos,Jiuquan,2007-11-18,5325.92,ISS,Success
MSN00314,Shenzhou,ISRO,Baikonur,2018-03-01,2651.29,HEO,Success
MSN00315,Apollo,SpaceX,Guiana Space Centre,2012-01-11,6759.69,Mars Transfer Orbit,Success
MSN00316,Apollo,Blue Origin,Cape Canaveral,2006-04-30,1837.05,ISS,Success
MSN00317,Gemini,ISRO,Baikonur,2012-02-11,2332.16,ISS,Failure
MSN00318,ISS Resupply,CNSA,Guiana Space Centre,2005-07-09,3733.63,HEO,Success
MSN00319,ISS Resupply,NASA,Vandenberg,2002-05-03,5531.66,HEO,Success
MSN00320,Blue Origin,ESA,Satish Dhawan,2005-07-08,3809.06,LEO,Success
MSN00321,Gemini,Blue Origin,Baikonur,2002-09-09,3829.12,Mars Transfer Orbit,Success
MSN00322,Soyuz,NASA,Satish Dhawan,2012-04-01,4638.22,ISS,Success
MSN00323,ISS Resupply,ESA,Jiuquan,2012-07-31,4515.52,Mars Transfer Orbit,Success
MSN00324,Shenzhou,Roscosmos,Satish Dhawan,2012-11-13,7974.9,GTO,Success
MSN00325,Gemini,Roscosmos,Baikonur,2000-07-20,6371.82,GTO,Success
MSN00326,Apollo,ISRO,Satish Dhawan,2007-09-25,4350.85,GTO,Success
MSN00327,Shenzhou,SpaceX,Cape Canaveral,2004-06-03,9194.02,Mars Transfer Orbit,Success
MSN00328,Shenzhou,Roscosmos,Baikonur,2019-07-14,5983.32,HEO,Partial
MSN00329,Apollo,ISRO,Guiana Space Centre,2016-01-28,3062.08,ISS,Success
MSN00330,Gemini,Blue Origin,Satish Dhawan,2008-07-12,5513.03,LEO,Success
MSN00331,Apollo,NASA,Cape Canaveral,2012-08-10,6071.03,ISS,Partial
MSN00332,Blue Origin,Roscosmos,Jiuquan,2012-04-16,3624.75,GTO,Success
MSN00333,Shenzhou,NASA,Jiuquan,2004-05-28,2894.98,Mars Transfer Orbit,Success
MSN00334,SpaceX,NASA,Satish Dhawan,2013-05-15,5172.92,MEO,Failure
MSN00335,SpaceX,SpaceX,Jiuquan,2010-04-05,4279.56,Mars Transfer Orbit,Failure
MSN00336,Soyuz,Roscosmos,Guiana Space Centre,2013-09-27,7958.26,GTO,Success
MSN00337,ISS Resupply,NASA,Baikonur,2006-05-06,6482.31,Mars Transfer Orbit,Success
MSN00338,Apollo,SpaceX,Cape Canaveral,2023-12-25,3718.45,Mars Transfer Orbit,Failure
MSN00339,Apollo,SpaceX,Vandenberg,2016-11-24,5851.88,Mars Transfer Orbit,Success
MSN00340,Soyuz,Roscosmos,Satish Dhawan,2003-11-14,7534.26,HEO,Success
MSN00341,Soyuz,SpaceX,Jiuquan,2009-01-12,2212.39,ISS,Success
MSN00342,Soyuz,Roscosmos,Baikonur,2009-10-21,2954.44,HEO,Success
MSN00343,Shenzhou,Roscosmos,Vandenberg,2014-10-22,4977.66,Mars Transfer Orbit,Success
MSN00344,Blue Origin,ESA,Guiana Space Centre,2019-12-08,5071.2,LEO,Success
MSN00345,Apollo,NASA,Jiuquan,2011-01-04,4895.6,ISS,Success
MSN00346,Shenzhou,CNSA,Jiuquan,2008-10-30,4378.45,ISS,Success
MSN00347,Soyuz,Roscosmos,Cape Canaveral,2002-11-12,4347.88,ISS,Success
MSN00348,Apollo,NASA,Guiana Space Centre,2014-06-17,5768.52,MEO,Success
MSN00349,Shenzhou,Blue Origin,Guiana Space Centre,2011-01-08,7267.89,ISS,Success
MSN00350,Blue Origin,SpaceX,Satish Dhawan,2014-05-04,4038.09,MEO,Success
MSN00351,Shenzhou,ISRO,Vandenberg,2000-11-09,9876.8,ISS,Success
MSN00352,Blue Origin,Roscosmos,Cape Canaveral,2014-07-04,8921.38,Mars Transfer Orbit,Success
MSN00353,Soyuz,SpaceX,Satish Dhawan,2010-02-04,7658.51,GTO,Success
MSN00354,Blue Origin,SpaceX,Cape Canaveral,2004-03-13,6244.97,LEO,Success
MSN00355,Apollo,SpaceX,Guiana Space Centre,2006-01-13,9015.98,ISS,Success
MSN00356,Soyuz,SpaceX,Cape Canaveral,2011-02-08,4419.77,HEO,Success
MSN00357,Apollo,SpaceX,Cape Canaveral,2019-03-25,3334.79,GTO,Success
MSN00358,SpaceX,Roscosmos,Cape Canaveral,2005-01-21,3948.06,HEO,Success
MSN00359,Gemini,Blue Origin,Baikonur,2021-09-10,2994.11,HEO,Success
MSN00360,Blue Origin,CNSA,Baikonur,2002-10-30,5243.6,MEO,Partial
MSN00361,Gemini,ESA,Vandenberg,2009-09-15,5599.66,LEO,Success
MSN00362,Gemini,SpaceX,Vandenberg,2020-10-26,5401.68,HEO,Success
MSN00363,Blue Origin,SpaceX,Guiana Space Centre,2021-01-30,4975.14,GTO,Success
MSN00364,Soyuz,ESA,Cape Canaveral,2003-05-08,5266.31,LEO,Success
MSN00365,SpaceX,Blue Origin,Guiana Space Centre,2012-11-06,8472.65,GTO,Success
MSN00366,Apollo,Blue Origin,Baikonur,2018-02-09,6240.1,HEO,Failure
MSN00367,Shenzhou,Roscosmos,Cape Canaveral,2004-04-06,6845.02,LEO,Success
MSN00368,Apollo,NASA,Satish Dhawan,2022-08-12,5381.58,ISS,Success
MSN00369,Shenzhou,ISRO,Baikonur,2021-04-02,1768.82,HEO,Success
MSN00370,Apollo,ISRO,Baikonur,2017-10-07,1372.24,HEO,Success
MSN00371,Blue Origin,NASA,Baikonur,2000-06-18,9165.62,Mars Transfer Orbit,Success
MSN00372,SpaceX,Roscosmos,Cape Canaveral,2020-10-10,3936.36,Mars Transfer Orbit,Success
MSN00373,Shenzhou,ISRO,Vandenberg,2020-08-09,3766.5,MEO,Success
MSN00374,ISS Resupply,Blue Origin,Jiuquan,2015-04-27,5491.33,GTO,Success
MSN00375,Soyuz,ESA,Satish Dhawan,2015-09-05,6100.81,ISS,Success
MSN00376,Apollo,NASA,Satish Dhawan,2015-12-27,6353.72,LEO,Success
MSN00377,Apollo,Blue Origin,Guiana Space Centre,2021-12-15,8548.84,HEO,Success
MSN00378,Shenzhou,CNSA,Cape Canaveral,2018-12-20,8001.47,HEO,Failure
MSN00379,Soyuz,Roscosmos,Vandenberg,2015-03-30,3378.13,ISS,Success
MSN00380,Soyuz,NASA,Baikonur,2000-03-18,6937.47,HEO,Failure
MSN00381,Blue Origin,ISRO,Jiuquan,2019-03-15,4231.82,GTO,Success
MSN00382,ISS Resupply,Roscosmos,Cape Canaveral,2019-01-14,4724.98,LEO,Success
MSN00383,Blue Origin,ESA,Cape Canaveral,2009-02-14,2812.02,ISS,Success
MSN00384,Blue Origin,Roscosmos,Vandenberg,2001-02-07,1613.85,ISS,Success
MSN00385,Blue Origin,Roscosmos,Jiuquan,2013-09-02,4936.88,Mars Transfer Orbit,Success
MSN00386,Blue Origin,ESA,Baikonur,2007-03-03,3088.04,MEO,Success
MSN00387,Blue Origin,SpaceX,Cape Canaveral,2005-04-06,6855.63,LEO,Success
MSN00388,SpaceX,ESA,Satish Dhawan,2002-11-19,4437.84,ISS,Success
MSN00389,Soyuz,Blue Origin,Satish Dhawan,2015-09-09,5617.18,HEO,Success
MSN00390,Blue Origin,Roscosmos,Jiuquan,2016-03-01,7735.05,Mars Transfer Orbit,Success
MSN00391,Soyuz,ESA,Baikonur,2011-09-26,2029.41,LEO,Failure
MSN00392,Soyuz,SpaceX,Jiuquan,2018-04-29,3550.77,GTO,Success
MSN00393,Gemini,Blue Origin,Cape Canaveral,2023-03-28,5361.77,ISS,Failure
MSN00394,SpaceX,NASA,Satish Dhawan,2019-03-24,5625.05,GTO,Success
MSN00395,Blue Origin,ESA,Guiana Space Centre,2002-03-21,7207.0,ISS,Failure
MSN00396,Apollo,ESA,Jiuquan,2012-08-15,6734.31,HEO,Success
MSN00397,Shenzhou,Roscosmos,Guiana Space Centre,2015-10-30,5193.87,MEO,Failure
MSN00398,ISS Resupply,Blue Origin,Guiana Space Centre,2010-04-21,5606.81,HEO,Success
MSN00399,Apollo,NASA,Vandenberg,2019-11-06,5662.15,GTO,Success
MSN00400,SpaceX,CNSA,Satish Dhawan,2015-03-12,2060.58,LEO,Success
MSN00401,Shenzhou,CNSA,Jiuquan,2019-11-24,4687.25,Mars Transfer Orbit,Success
MSN00402,SpaceX,ISRO,Guiana Space Centre,2001-01-25,5496.95,GTO,Success
MSN00403,Soyuz,ESA,Cape Canaveral,2003-10-06,5917.1,MEO,Success
MSN00404,Shenzhou,ESA,Vandenberg,2003-07-21,3151.27,ISS,Success
MSN00405,Soyuz,NASA,Baikonur,2016-08-12,2462.4,Mars Transfer Orbit,Success
MSN00406,Apollo,SpaceX,Vandenberg,2000-09-23,4530.93,ISS,Success
MSN00407,Apollo,CNSA,Baikonur,2000-10-09,8934.73,GTO,Success
MSN00408,Shenzhou,ISRO,Satish Dhawan,2004-04-26,3361.5,LEO,Success
MSN00409,Shenzhou,NASA,Jiuquan,2021-03-08,7347.86,ISS,Success
MSN00410,Blue Origin,ESA,Jiuquan,2011-02-16,8169.48,ISS,Success
MSN00411,SpaceX,CNSA,Baikonur,2005-08-29,5090.93,Mars Transfer Orbit,Success
MSN00412,Blue Origin,Blue Origin,Cape Canaveral,2005-06-27,3640.3,MEO,Success
MSN00413,SpaceX,ISRO,Baikonur,2016-01-08,6025.64,Mars Transfer Orbit,Success
MSN00414,Blue Origin,Roscosmos,Baikonur,2021-07-02,5389.98,MEO,Success
MSN00415,Soyuz,CNSA,Jiuquan,2012-03-17,3281.79,LEO,Success
MSN00416,Shenzhou,ISRO,Guiana Space Centre,2007-03-08,3682.39,ISS,Success
MSN00417,Apollo,NASA,Cape Canaveral,2023-05-28,5907.16,HEO,Success
MSN00418,SpaceX,Roscosmos,Jiuquan,2011-06-22,6866.88,GTO,Partial
MSN00419,SpaceX,ISRO,Vandenberg,2014-02-04,4354.42,Mars Transfer Orbit,Failure
MSN00420,Apollo,ISRO,Baikonur,2018-03-18,4861.73,ISS,Success
MSN00421,Blue Origin,ESA,Guiana Space Centre,2020-10-06,6337.28,GTO,Success
MSN00422,SpaceX,SpaceX,Cape Canaveral,2019-07-04,4655.03,Mars Transfer Orbit,Success
MSN00423,ISS Resupply,CNSA,Satish Dhawan,2016-02-24,4401.35,ISS,Success
MSN00424,Soyuz,ESA,Cape Canaveral,2008-04-03,3489.32,MEO,Success
MSN00425,Shenzhou,Blue Origin,Cape Canaveral,2020-05-23,3454.63,LEO,Success
MSN00426,Apollo,Roscosmos,Baikonur,2017-09-04,10337.77,HEO,Success
MSN00427,Shenzhou,SpaceX,Baikonur,2001-07-19,4607.6,Mars Transfer Orbit,Partial
MSN00428,ISS Resupply,ISRO,Satish Dhawan,2010-08-24,7730.12,MEO,Partial
MSN00429,SpaceX,ESA,Satish Dhawan,2022-11-10,8367.99,LEO,Success
MSN00430,SpaceX,SpaceX,Satish Dhawan,2019-11-16,4632.84,MEO,Success
MSN00431,ISS Resupply,Blue Origin,Jiuquan,2016-08-07,5736.86,Mars Transfer Orbit,Failure
MSN00432,Apollo,CNSA,Jiuquan,2020-11-27,5204.96,GTO,Success
MSN00433,Soyuz,Blue Origin,Baikonur,2017-08-04,1775.64,ISS,Partial
MSN00434,Gemini,Roscosmos,Baikonur,2014-02-18,1896.05,MEO,Success
MSN00435,Apollo,NASA,Satish Dhawan,2006-10-12,5097.7,Mars Transfer Orbit,Success
MSN00436,Gemini,ESA,Jiuquan,2015-04-28,4150.17,LEO,Success
MSN00437,ISS Resupply,Roscosmos,Guiana Space Centre,2000-03-22,8783.16,ISS,Failure
MSN00438,Blue Origin,NASA,Jiuquan,2017-09-20,4526.85,Mars Transfer Orbit,Success
MSN00439,Gemini,ESA,Baikonur,2021-03-18,8901.86,GTO,Success
MSN00440,Soyuz,Roscosmos,Jiuquan,2007-07-30,4047.22,GTO,Success
MSN00441,Blue Origin,Blue Origin,Baikonur,2006-05-02,8824.4,HEO,Success
MSN00442,Gemini,Roscosmos,Satish Dhawan,2001-11-21,6012.85,ISS,Success
MSN00443,ISS Resupply,SpaceX,Satish Dhawan,2011-03-31,6126.58,GTO,Failure
MSN00444,Blue Origin,Blue Origin,Satish Dhawan,2015-09-15,3976.47,MEO,Success
MSN00445,ISS Resupply,ESA,Guiana Space Centre,2008-06-09,6153.83,GTO,Success
MSN00446,Gemini,Roscosmos,Guiana Space Centre,2019-06-25,8385.43,GTO,Partial
MSN00447,ISS Resupply,ISRO,Baikonur,2010-10-20,4710.35,GTO,Success
MSN00448,Soyuz,ESA,Cape Canaveral,2014-03-30,4321.21,HEO,Failure
MSN00449,Gemini,Roscosmos,Vandenberg,2002-05-07,4506.47,Mars Transfer Orbit,Success
MSN00450,Gemini,SpaceX,Guiana Space Centre,2022-12-25,8240.22,LEO,Success
MSN00451,Gemini,NASA,Baikonur,2020-10-12,6710.7,Mars Transfer Orbit,Success
MSN00452,Apollo,NASA,Jiuquan,2012-10-23,7895.36,GTO,Success
MSN00453,Apollo,ISRO,Satish Dhawan,2020-09-16,5627.25,LEO,Success
MSN00454,Apollo,ESA,Satish Dhawan,2012-12-04,5078.64,ISS,Failure
MSN00455,Soyuz,SpaceX,Satish Dhawan,2001-09-01,5847.89,LEO,Failure
MSN00456,Blue Origin,Roscosmos,Baikonur,2005-04-21,7140.32,ISS,Success
MSN00457,ISS Resupply,Roscosmos,Satish Dhawan,2005-01-24,4505.76,HEO,Success
MSN00458,SpaceX,NASA,Guiana Space Centre,2011-02-19,7737.35,ISS,Success
MSN00459,Gemini,SpaceX,Jiuquan,2003-02-06,5731.66,ISS,Success
MSN00460,ISS Resupply,Blue Origin,Satish Dhawan,2004-06-29,187.44,MEO,Success
MSN00461,Gemini,ISRO,Baikonur,2022-09-10,6766.99,HEO,Success
MSN00462,Soyuz,NASA,Jiuquan,2007-01-25,2455.39,GTO,Failure
MSN00463,Gemini,NASA,Satish Dhawan,2005-12-15,6718.35,HEO,Success
MSN00464,Apollo,ISRO,Cape Canaveral,2020-05-04,6803.04,MEO,Success
MSN00465,SpaceX,ESA,Satish Dhawan,2002-01-31,5659.79,ISS,Success
MSN00466,Shenzhou,Roscosmos,Vandenberg,2022-08-25,6087.36,Mars Transfer Orbit,Failure
MSN00467,Gemini,ESA,Guiana Space Centre,2007-08-15,7197.74,HEO,Success
MSN00468,ISS Resupply,SpaceX,Jiuquan,2018-12-14,4008.74,MEO,Success
MSN00469,Apollo,Blue Origin,Guiana Space Centre,2020-02-07,6586.86,Mars Transfer Orbit,Success
MSN00470,Shenzhou,CNSA,Cape Canaveral,2010-02-27,7326.05,GTO,Success
MSN00471,SpaceX,CNSA,Cape Canaveral,2017-08-24,8520.17,ISS,Success
MSN00472,Shenzhou,CNSA,Vandenberg,2009-06-30,2788.44,HEO,Success
MSN00473,Apollo,ISRO,Guiana Space Centre,2019-04-24,5817.03,HEO,Success
MSN00474,Blue Origin,NASA,Jiuquan,2011-11-02,3077.02,Mars Transfer Orbit,Success
MSN00475,Blue Origin,Blue Origin,Cape Canaveral,2019-05-12,2992.16,ISS,Success
MSN00476,Shenzhou,ESA,Cape Canaveral,2007-12-14,5718.06,HEO,Failure
MSN00477,Soyuz,Roscosmos,Satish Dhawan,2018-06-29,5154.91,ISS,Success
MSN00478,ISS Resupply,CNSA,Vandenberg,2020-03-18,7290.0,MEO,Success
MSN00479,ISS Resupply,ESA,Baikonur,2015-08-08,4307.65,ISS,Success
MSN00480,Shenzhou,CNSA,Cape Canaveral,2020-05-21,4731.9,GTO,Success
MSN00481,Gemini,Blue Origin,Jiuquan,2017-02-12,5423.01,ISS,Success
MSN00482,Gemini,CNSA,Jiuquan,2008-04-27,3276.34,Mars Transfer Orbit,Success
MSN00483,ISS Resupply,Roscosmos,Satish Dhawan,2003-02-28,3553.86,HEO,Success
MSN00484,ISS Resupply,SpaceX,Jiuquan,2008-03-01,7232.2,Mars Transfer Orbit,Success
MSN00485,Blue Origin,SpaceX,Satish Dhawan,2001-02-10,3902.09,ISS,Success
MSN00486,Soyuz,Blue Origin,Cape Canaveral,2008-09-30,7364.95,ISS,Success
MSN00487,Apollo,SpaceX,Cape Canaveral,2008-07-06,6214.63,ISS,Success
MSN00488,Gemini,ISRO,Cape Canaveral,2017-12-01,1904.94,GTO,Success
MSN00489,ISS Resupply,NASA,Cape Canaveral,2010-07-06,6060.76,Mars Transfer Orbit,Partial
MSN00490,Blue Origin,ISRO,Baikonur,2012-08-15,6044.96,GTO,Success
MSN00491,SpaceX,ESA,Vandenberg,2005-06-13,5845.86,HEO,Success
MSN00492,Blue Origin,ISRO,Vandenberg,2008-10-12,4716.25,Mars Transfer Orbit,Success
MSN00493,Gemini,ESA,Baikonur,2015-04-12,3119.87,HEO,Success
MSN00494,Gemini,ESA,Cape Canaveral,2003-09-24,7692.43,ISS,Success
MSN00495,Blue Origin,NASA,Jiuquan,2001-05-04,4796.84,LEO,Success
MSN00496,Apollo,Roscosmos,Satish Dhawan,2006-06-02,3233.19,Mars Transfer Orbit,Failure
MSN00497,Shenzhou,Blue Origin,Vandenberg,2014-06-28,5914.94,MEO,Success
MSN00498,Gemini,NASA,Guiana Space Centre,2005-03-07,3514.44,ISS,Success
MSN00499,Blue Origin,Blue Origin,Satish Dhawan,2010-04-09,3101.83,MEO,Success
MSN00500,ISS Resupply,SpaceX,Guiana Space Centre,2019-01-24,4249.05,GTO,Success
MSN00501,Blue Origin,SpaceX,Guiana Space Centre,2016-11-28,3669.2,HEO,Success
MSN00502,Soyuz,ISRO,Cape Canaveral,2003-09-06,3175.52,LEO,Success
MSN00503,Shenzhou,ESA,Guiana Space Centre,2018-06-14,6612.82,HEO,Success
MSN00504,SpaceX,CNSA,Cape Canaveral,2006-04-04,4772.34,GTO,Success
MSN00505,Apollo,CNSA,Baikonur,2010-12-09,7504.56,ISS,Success
MSN00506,SpaceX,Blue Origin,Jiuquan,2012-05-03,3290.98,GTO,Success
MSN00507,Shenzhou,ESA,Guiana Space Centre,2020-10-28,1544.88,LEO,Success
MSN00508,Shenzhou,Blue Origin,Jiuquan,2002-06-05,5297.54,ISS,Success
MSN00509,Shenzhou,NASA,Cape Canaveral,2013-12-15,8711.96,Mars Transfer Orbit,Success
MSN00510,SpaceX,Roscosmos,Guiana Space Centre,2001-09-06,6061.97,ISS,Success
MSN00511,ISS Resupply,NASA,Satish Dhawan,2017-09-28,11430.75,LEO,Success
MSN00512,Shenzhou,ESA,Baikonur,2004-02-27,5664.12,HEO,Success
MSN00513,Blue Origin,ESA,Vandenberg,2012-07-13,5471.1,ISS,Success
MSN00514,SpaceX,Roscosmos,Baikonur,2012-07-19,689.27,HEO,Success
MSN00515,Shenzhou,Blue Origin,Guiana Space Centre,2023-03-13,5855.89,MEO,Success
MSN00516,Blue Origin,ISRO,Baikonur,2023-09-04,5337.34,LEO,Success
MSN00517,ISS Resupply,ISRO,Vandenberg,2013-04-08,4185.16,MEO,Success
MSN00518,Soyuz,Roscosmos,Satish Dhawan,2011-11-25,4726.44,ISS,Partial
MSN00519,ISS Resupply,ISRO,Jiuquan,2020-03-21,4863.8,LEO,Success
MSN00520,Shenzhou,CNSA,Satish Dhawan,2012-03-05,4640.14,ISS,Success
MSN00521,SpaceX,ISRO,Baikonur,2017-01-05,9179.43,LEO,Success
MSN00522,Gemini,ISRO,Vandenberg,2012-10-10,4258.28,HEO,Partial
MSN00523,Shenzhou,ISRO,Jiuquan,2003-10-21,5338.63,GTO,Partial
MSN00524,Gemini,CNSA,Vandenberg,2022-03-22,4192.2,Mars Transfer Orbit,Success
MSN00525,Blue Origin,Blue Origin,Satish Dhawan,2021-03-28,6566.86,GTO,Partial
MSN00526,Soyuz,ISRO,Cape Canaveral,2009-10-20,5353.53,LEO,Success
MSN00527,Apollo,SpaceX,Cape Canaveral,2022-10-08,4440.18,MEO,Partial
MSN00528,ISS Resupply,CNSA,Jiuquan,2004-07-15,1148.06,LEO,Success
MSN00529,Soyuz,Roscosmos,Jiuquan,2017-09-09,5486.62,HEO,Success
MSN00530,Shenzhou,NASA,Jiuquan,2007-03-24,4380.85,Mars Transfer Orbit,Success
MSN00531,Gemini,Roscosmos,Cape Canaveral,2013-01-27,4878.52,MEO,Success
MSN00532,ISS Resupply,NASA,Satish Dhawan,2001-11-29,2635.08,LEO,Success
MSN00533,Gemini,Roscosmos,Jiuquan,2007-07-01,7866.56,Mars Transfer Orbit,Success
MSN00534,SpaceX,SpaceX,Cape Canaveral,2015-05-15,6713.49,Mars Transfer Orbit,Success
MSN00535,Gemini,NASA,Jiuquan,2006-03-31,7861.41,LEO,Partial
MSN00536,SpaceX,NASA,Jiuquan,2002-07-25,7293.96,ISS,Success
MSN00537,Blue Origin,ESA,Vandenberg,2003-01-27,6184.63,HEO,Success
MSN00538,ISS Resupply,NASA,Jiuquan,2006-02-28,2715.43,HEO,Partial
MSN00539,ISS Resupply,NASA,Cape Canaveral,2003-03-13,8686.77,GTO,Success
MSN00540,Apollo,ESA,Satish Dhawan,2008-08-14,3144.73,ISS,Success
MSN00541,Shenzhou,ISRO,Cape Canaveral,2022-04-01,4463.18,MEO,Success
MSN00542,SpaceX,ISRO,Cape Canaveral,2016-03-08,6413.8,Mars Transfer Orbit,Success
MSN00543,Apollo,ESA,Jiuquan,2016-12-27,6513.08,GTO,Success
MSN00544,Gemini,CNSA,Vandenberg,2019-09-17,6144.47,HEO,Failure
MSN00545,Gemini,NASA,Guiana Space Centre,2013-05-26,4199.42,LEO,Partial
MSN00546,Apollo,NASA,Guiana Space Centre,2013-03-04,3786.14,ISS,Success
MSN00547,ISS Resupply,ESA,Guiana Space Centre,2012-12-08,10069.07,HEO,Success
MSN00548,Gemini,ESA,Cape Canaveral,2003-06-29,4921.37,HEO,Success
MSN00549,Blue Origin,CNSA,Jiuquan,2012-04-20,4676.46,ISS,Success
MSN00550,Blue Origin,SpaceX,Guiana Space Centre,2020-07-09,3572.89,HEO,Success
MSN00551,Apollo,ISRO,Baikonur,2016-09-02,5489.34,GTO,Success
MSN00552,SpaceX,Roscosmos,Baikonur,2014-10-05,5396.05,ISS,Success
MSN00553,SpaceX,SpaceX,Baikonur,2017-12-13,4967.55,HEO,Partial
MSN00554,Apollo,Blue Origin,Satish Dhawan,2010-10-24,5763.45,HEO,Success
MSN00555,SpaceX,ISRO,Jiuquan,2003-12-03,8527.08,ISS,Success
MSN00556,ISS Resupply,NASA,Cape Canaveral,2019-05-03,3809.89,LEO,Success
MSN00557,ISS Resupply,Blue Origin,Cape Canaveral,2010-02-26,5086.17,MEO,Failure
MSN00558,SpaceX,SpaceX,Jiuquan,2009-06-09,3704.3,ISS,Success
MSN00559,Blue Origin,ESA,Vandenberg,2021-05-07,5589.4,LEO,Success
MSN00560,SpaceX,CNSA,Vandenberg,2012-08-12,3863.06,Mars Transfer Orbit,Success
MSN00561,ISS Resupply,ISRO,Satish Dhawan,2021-04-05,3949.11,HEO,Success
MSN00562,Soyuz,CNSA,Jiuquan,2007-11-07,2080.95,GTO,Success
MSN00563,Shenzhou,Blue Origin,Vandenberg,2012-01-06,5195.59,Mars Transfer Orbit,Success
MSN00564,Gemini,ISRO,Satish Dhawan,2008-09-21,5859.54,HEO,Success
MSN00565,Soyuz,SpaceX,Guiana Space Centre,2000-08-21,8720.95,HEO,Success
MSN00566,SpaceX,NASA,Guiana Space Centre,2000-10-14,5939.0,Mars Transfer Orbit,Success
MSN00567,Blue Origin,Roscosmos,Satish Dhawan,2014-01-16,4100.63,LEO,Success
MSN00568,Apollo,CNSA,Jiuquan,2021-05-20,2280.64,ISS,Success
MSN00569,SpaceX,CNSA,Guiana Space Centre,2003-10-24,2557.43,MEO,Success
MSN00570,Blue Origin,Roscosmos,Jiuquan,2019-07-14,2408.74,MEO,Success
MSN00571,Shenzhou,CNSA,Vandenberg,2000-07-04,8756.08,ISS,Success
MSN00572,SpaceX,CNSA,Guiana Space Centre,2011-05-05,5575.62,ISS,Success
MSN00573,ISS Resupply,ISRO,Vandenberg,2010-01-17,3834.07,GTO,Success
MSN00574,Apollo,ISRO,Jiuquan,2018-01-26,3080.28,ISS,Success
MSN00575,Blue Origin,Roscosmos,Jiuquan,2014-08-01,3287.78,GTO,Success
MSN00576,Blue Origin,Blue Origin,Baikonur,2020-01-01,3781.4,ISS,Success
MSN00577,Blue Origin,NASA,Satish Dhawan,2009-10-18,7632.51,GTO,Success
MSN00578,Shenzhou,SpaceX,Cape Canaveral,2000-09-21,4940.11,ISS,Success
MSN00579,SpaceX,SpaceX,Satish Dhawan,2023-12-09,2105.07,ISS,Success
MSN00580,Shenzhou,Blue Origin,Jiuquan,2002-02-07,9620.92,MEO,Success
MSN00581,Gemini,CNSA,Jiuquan,2013-08-21,2719.68,HEO,Success
MSN00582,Gemini,NASA,Satish Dhawan,2014-09-17,3818.33,HEO,Success
MSN00583,SpaceX,Roscosmos,Jiuquan,2000-11-03,7620.29,GTO,Success
MSN00584,ISS Resupply,Blue Origin,Vandenberg,2009-09-18,5830.3,LEO,Success
MSN00585,Shenzhou,Roscosmos,Guiana Space Centre,2021-08-26,4060.15,Mars Transfer Orbit,Success
MSN00586,Apollo,ISRO,Jiuquan,2000-04-15,2537.27,MEO,Success
MSN00587,Blue Origin,CNSA,Satish Dhawan,2014-09-04,3066.62,ISS,Failure
MSN00588,Blue Origin,ESA,Satish Dhawan,2002-10-31,3187.01,MEO,Success
MSN00589,SpaceX,Roscosmos,Satish Dhawan,2020-12-08,5014.06,LEO,Success
MSN00590,ISS Resupply,Blue Origin,Baikonur,2019-02-07,5382.12,MEO,Success
MSN00591,Gemini,CNSA,Vandenberg,2022-11-04,4702.69,LEO,Success
MSN00592,Gemini,NASA,Vandenberg,2021-12-09,4921.57,Mars Transfer Orbit,Success
MSN00593,Blue Origin,Blue Origin,Baikonur,2011-02-15,2898.55,LEO,Success
MSN00594,SpaceX,ISRO,Vandenberg,2018-07-29,5586.27,LEO,Failure
MSN00595,Shenzhou,SpaceX,Baikonur,2015-04-03,7561.04,LEO,Success
MSN00596,Gemini,NASA,Vandenberg,2007-08-08,4674.42,LEO,Success
MSN00597,Shenzhou,Roscosmos,Baikonur,2023-09-13,4635.43,ISS,Success
MSN00598,ISS Resupply,Roscosmos,Baikonur,2013-05-17,5166.0,MEO,Success
MSN00599,Gemini,NASA,Vandenberg,2017-08-19,7236.41,HEO,Success
MSN00600,Gemini,Roscosmos,Baikonur,2022-11-02,3210.55,HEO,Success
MSN00601,Soyuz,Blue Origin,Vandenberg,2000-07-20,7901.69,ISS,Partial
